,,,,,,,,
001_047,A046,"Abortion when the mothers health is at risk 
", ,v237 Abortion when the mothers health is at risk, , , , 
001_048,A047,"Abortion when child physically handicapped 
", ,v238 Abortion when child physically handicapped, , , , 
001_049,A048,"Abortion when woman not married 
", ,v239 Abortion when woman not married, , , , 
001_050,A049,"Abortion if not wanting more children 
", ,v240 Abortion if not wanting more children, , , , 
001_058,A057,"Spend time with parents or other relatives 
", , , ,v27 Spend time with the parents, , 
001_059,A058,"Spend time with friends 
", , , ,v28 Spend time with friends, , 
001_060,A059,"Spend time with colleagues from work 
", , , ,v29 Spend time with colleagues from work, , 
001_061,A060,"Spend time with people at your church, mosque or synagogue 
", , , ,v30 Spend time with people at your church, , 
001_062,A061,"Spend time with people at sport, culture, communal organization 
", , , ,v31 Spend time with people at sport, , 
001_063,A062,"How often discusses political matters with friends 
",v37 How often discusses political matters with friends,v10 How often discusses political matters with friends,V37 Discuss political matters,v32 Discuss political matters, , 
001_064,A063,"Persuading friends, relatives or fellow workers 
", ,"v11 Persuading friends, relatives or fellow workers", , , , 
001_065,A064,"Member: Belong to social welfare service for elderly 
", ,v19 Member: Belong to social welfare service for elderly, ,v39 Belong social welfare service for elderly, , 
001_066,A065,"Member: Belong to religious organization 
", ,v20 Member: Belong to religious organization, ,v40 Belong church organization, , 
001_067,A066,"Member: Belong to education, arts, music or cultural activities 
", ,"v21 Member: Belong to education, arts, music or cultural activities", ,v41 Belong cultural activities, , 
001_068,A067,"Member: Belong to labour unions 
", ,v22 Member: Belong to labour unions, ,v42 Belong labor unions, , 
001_069,A068,"Member: Belong to political parties 
", ,v23 Member: Belong to political parties, ,v43 Belong political parties, , 
001_070,A069,"Member: Belong to local political actions 
", ,v24 Member: Belong to local political actions, ,v44 Belong local political, , 
001_071,A070,"Member: Belong to human rights 
", ,v25 Member: Belong to human rights, ,v45 Human rights, , 
001_072,A071,"Member: Belong to conservation, the environment, ecology, animal rights 
", , , ,v46 Animal rights, , 
001_073,A071B,"Member: Belong to conservation, the environment, ecology 
", ,"v26 Member: Belong to conservation, the environment, ecology", , , , 
001_074,A071C,"Member: Belong to animal rights 
", ,v32 Member: Belong to animal rights, , , , 
001_075,A072,"Member: Belong to professional associations 
", ,v27 Member: Belong to professional associations, ,v47 Professional associations, , 
001_076,A073,"Member: Belong to youth work 
", ,v28 Member: Belong to youth work, ,v48 Youth work, , 
001_077,A074,"Member: Belong to sports or recreation 
", ,v29 Member: Belong to sports or recreation, ,v49 Sports or recreation, , 
001_078,A075,"Member: Belong to women´s group 
", ,v30 Member: Belong to women´s group, ,v50 Women´s groups, , 
001_079,A076,"Member: Belong to peace movement 
", ,v31 Member: Belong to peace movement, ,v51 Peace movement, , 
001_080,A077,"Member: Belong to organization concerned with health 
", ,v33 Member: Belong to organization concerned with health, ,v52 Concerned with health, , 
001_082,A079,"Member: Belong to other groups 
", ,v34 Member: Belong to other groups, ,v53 Other groups, , 
001_083,A080,"Member: Belong to none 
", ,v35 Member: Belong to none, , , , 
001_084,A081,"Voluntary work: Unpaid work social welfare service for elderly, handicapped or deprived people 
", ,"v37 Voluntary work: Unpaid work social welfare service for elderly, handicapped or deprived people", ,v54 Voluntary org: Social welfare, , 
001_085,A082,"Voluntary work: Unpaid work religious or church organization 
", ,v38 Voluntary work: Unpaid work religious or church organization, ,v55 Voluntary org: Church organization, , 
001_086,A083,"Voluntary work: Unpaid work education, arts, music or cultural activities 
", ,"v39 Voluntary work: Unpaid work education, arts, music or cultural activities", ,v56 Voluntary org: Cultural activities, , 
001_087,A084,"Voluntary work: Unpaid work labour unions 
", ,v40 Voluntary work: Unpaid work labour unions, ,v57 Voluntary org: Labor unions, , 
001_088,A085,"Voluntary work: Unpaid work political parties or groups 
", ,v41 Voluntary work: Unpaid work political parties or groups, ,v58 Voluntary org: Political parties, , 
001_089,A086,"Voluntary work: Unpaid work local political action groups 
", ,v42 Voluntary work: Unpaid work local political action groups, ,v59 Voluntary org: Local community action, , 
001_090,A087,"Voluntary work: Unpaid work human rights 
", ,v43 Voluntary work: Unpaid work human rights, ,v60 Voluntary org: Third world human rights, , 
001_091,A088,"Voluntary work: Unpaid work environment, conservation, animal rights 
", , , ,"v61 Voluntary org: Conservation, environmental, animal rights", , 
001_092,A088B,"Voluntary work: Unpaid work environment, conservation, ecology 
", ,"v44 Voluntary work: Unpaid work environment, conservation, ecology", , , , 
001_093,A088C,"Voluntary work: Unpaid work animal rights 
", ,v50 Voluntary work: Unpaid work animal rights, , , , 
001_094,A089,"Voluntary work: Unpaid work professional associations 
", ,v45 Voluntary work: Unpaid work professional associations, ,v62 Voluntary org: Professional Associations, , 
001_095,A090,"Voluntary work: Unpaid work youth work 
", ,v46 Voluntary work: Unpaid work youth work, ,v63 Voluntary org:  Youth work, , 
001_096,A091,"Voluntary work: Unpaid work sports or recreation 
", ,v47 Voluntary work: Unpaid work sports or recreation, ,v64 Voluntary org: Sport or recreation, , 
001_097,A092,"Voluntary work: Unpaid work women´s group 
", ,v48 Voluntary work: Unpaid work women´s group, ,v65 Voluntary org: Women´s groups, , 
001_098,A093,"Voluntary work: Unpaid work peace movement 
", ,v49 Voluntary work: Unpaid work peace movement, ,v66 Voluntary org: Peace movement, , 
001_099,A094,"Voluntary work: Unpaid work organization concerned with health 
", ,v51 Voluntary work: Unpaid work organization concerned with health, ,v67 Voluntary org: Concerned with health, , 
001_101,A096,"Voluntary work: Unpaid work other groups 
", ,v52 Voluntary work: Unpaid work other groups, ,v67b Voluntary org: Other social groups, , 
001_102,A097,"Voluntary work: Unpaid work none 
", ,V53 Voluntary work: Unpaid work none, , , , 
001_103,A098,"Active/Inactive membership of church or religious organization 
",v28 Active/Inactive membership of church or religious organization, ,V28 Membership of voluntary organisations: Church or religious organization, ,V24 Membership of church or religious organization,V25 Active/Inactive membership: Church or religious organization
001_104,A099,"Active/Inactive membership of sport or recreation 
", , ,V29 Membership of voluntary organisations: Sport or recreation, ,V25 Membership of sport or recreation,V26 Active/Inactive membership: Sport or recreational organization
001_105,A100,"Active/Inactive membership of art, music, educational 
","v30 Active/Inactive membership of art, music, educational", ,"V30 Membership of voluntary organisations: Art, music or educational", ,"V26 Membership of art, music, educational","V27 Active/Inactive membership: Art, music or educational organization"
001_106,A101,"Active/Inactive membership of labour unions 
",v31 Active/Inactive membership of labour unions, ,V31 Membership of voluntary organisations: Labor union, ,V27 Membership of labour unions,V28 Active/Inactive membership: Labor Union
001_107,A102,"Active/Inactive membership of political party 
",v32 Active/Inactive membership of political party, ,V32 Membership of voluntary organisations: Political party, ,V28 Membership of political party,V29 Active/Inactive membership: Political party
001_108,A103,"Active/Inactive membership of environmental organization 
",v33 Active/Inactive membership of environmental organization, ,V33 Membership of voluntary organisations: Environmental organization, ,V29 Membership of environmental organization,V30 Active/Inactive membership: Environmental organization
001_109,A104,"Active/Inactive membership of professional organization 
",v34 Active/Inactive membership of professional organization, ,V34 Membership of voluntary organisations: Professional association, ,V30 Membership of professional organization,V31 Active/Inactive membership: Professional association
001_110,A105,"Active/Inactive membership of charitable/humanitarian organization 
",v35 Active/Inactive membership of charitable/humanitarian organization, ,V35 Membership of voluntary organisations: Charitable organization, ,V31 Membership of charitable/humanitarian organization,V32 Active/Inactive membership: Humanitarian or charitable organization
001_111,A106,"Active/Inactive membership of any other organization 
", , ,V36 Membership of voluntary organisations: Any other voluntary organization, ,V33 Membership of any other organization,V35 Active/Inactive membership: Other organization
001_112,A106B,"Active/Inactive membership: Consumer organization 
", , , , , ,V33 Active/Inactive membership: Consumer organization
001_113,A106C,"Active/Inactive membership: Self-help group, mutual aid group 
", , , , , ,"V34 Active/Inactive membership: Self-help group, mutual aid group"
001_114,A107,"Reasons voluntary work: Solidarity with the poor and disadvantaged 
", ,v55 Reasons voluntary work: Solidarity with the poor and disadvantaged, , , , 
001_115,A108,"Reasons voluntary work: Compassion for those in need 
", ,v56 Reasons voluntary work: Compassion for those in need, , , , 
001_116,A109,"Reasons voluntary work: Opportunity to repay something 
", ,v57 Reasons voluntary work: Opportunity to repay something, , , , 
001_117,A110,"Reasons voluntary work: Sense of duty, moral, obligation 
", ,"v58 Reasons voluntary work: Sense of duty, moral, obligation", , , , 
001_118,A111,"Reasons voluntary work: Identifying with people who suffer 
", ,v59 Reasons voluntary work: Identifying with people who suffer, , , , 
001_119,A112,"Reasons voluntary work: Time on my hands 
", ,v60 Reasons voluntary work: Time on my hands, , , , 
001_120,A113,"Reasons voluntary work: Personal satisfaction 
", ,v61 Reasons voluntary work: Personal satisfaction, , , , 
001_121,A114,"Reasons voluntary work: Religious belief 
", ,v62 Reasons voluntary work: Religious belief, , , , 
001_122,A115,"Reasons voluntary work: Help disadvantaged people 
", ,v63 Reasons voluntary work: Help disadvantaged people, , , , 
001_123,A116,"Reasons voluntary work: Make a contribution to my local community 
", ,v64 Reasons voluntary work: Make a contribution to my local community, , , , 
001_124,A117,"Reasons voluntary work: Bring about social or political change 
", ,v65 Reasons voluntary work: Bring about social or political change, , , , 
001_125,A118,"Reasons voluntary work: For social reasons 
", ,v66 Reasons voluntary work: For social reasons, , , , 
001_126,A119,"Reasons voluntary work: Gain new skills and useful experience 
", ,v67 Reasons voluntary work: Gain new skills and useful experience, , , , 
001_127,A120,"Reasons voluntary work: Did not want to, but could not refuse 
", ,"v68 Reasons voluntary work: Did not want to, but could not refuse", , , , 
001_131_001,A124_01,"Neighbours: People with a criminal record 
",v51 Neighbours: People with a criminal record,v69 Neighbours: People with a criminal record,V51 Neighbors: Criminals,v68 Neighbors: People with a criminal record,V43_01 Neighbours: People with a criminal record, 
001_131_002,A124_02,"Neighbours: People of a different race 
",v52 Neighbours: People of a different race,v70 Neighbours: People of a different race,V52 Neighbors: People of different race,v69 Neighbors: People of a different race,V35 Neighbours: People of a different race,V37 Would not like to have as neighbors: People of a different race
001_131_003,A124_03,"Neighbours: Heavy drinkers 
",v54 Neighbours: Heavy drinkers,v72 Neighbours: Heavy drinkers,V54 Neighbors: Heavy drinkers,v70 Neighbors: Heavy drinkers,V40 Neighbours: Heavy drinkers,V42 Would not like to have as neighbors: Heavy drinkers
001_131_004,A124_04,"Neighbours: Emotionally unstable people 
",v55 Neighbours: Emotionally unstable people,v75 Neighbours: Emotionally unstable people,V55 Neighbors: Emotionally unstable,v71 Neighbors: Emotionally unstable people,V43_02 Neighbours: Emotionally unstable people, 
001_131_005,A124_05,"Neighbours: Muslims 
",v56 Neighbours: Muslims,v76 Neighbours: Muslims,V56_01 Neighbors: Muslims,v72 Neighbors: Muslims,V43_03 Neighbours: Muslims, 
001_131_006,A124_06,"Neighbours: Immigrants/foreign workers 
",v57 Neighbours: Immigrants/foreign workers,v77 Neighbours: Immigrants/foreign workers,V57 Neighbors: Immigrants/Foreign workers,v73 Neighbors: Immigrants/Foreign workers,V37 Neighbours: Immigrants/foreign workers,V39 Would not like to have as neighbors: Immigrants/foreign workers
001_131_007,A124_07,"Neighbours: People who have AIDS 
", ,v78 Neighbours: People who have AIDS,V58 Neighbors: have AIDS,v74 Neighbors: People who have AIDS,V36 Neighbours: People who have a AIDS,V38 Would not like to have as neighbors: People who have AIDS
001_131_008,A124_08,"Neighbours: Drug addicts 
", ,v79 Neighbours: Drug addicts,V59 Neighbors: drug addicts,v75 Neighbors: Drug addicts,V34 Neighbours: Drug addicts,V36 Would not like to have as neighbors: Drug addicts
001_131_009,A124_09,"Neighbours: Homosexuals 
", ,v80 Neighbours: Homosexuals,V60 Neighbors: homosexuals,v76 Neighbors: Homosexuals,V38 Neighbours: Homosexuals,V40 Would not like to have as neighbors: Homosexuals
001_131_010,A124_10,"Neighbours: Jews 
", ,v81 Neighbours: Jews,V56_02 Neighbors: Jews,v77_01 Neighbors: Jews,V43_04 Neighbours: Jews, 
001_131_011,A124_11,"Neighbours: Evangelists 
", , , ,v77_02 Neighbors: Evangelists,V43_05 Neighbours: Evangelists, 
001_131_012,A124_12,"Neighbours: People of a different religion 
", , ,V56_03 Neighbors: People with different religion,v77_03 Neighbors: People of different religion,V39 Neighbours: People of a different religion,V41 Would not like to have as neighbors: People of a different religion
001_131_013,A124_13,"Neighbours: People of the same religion 
", , , ,v77_04 Neighbors: People of same religion, , 
001_131_014,A124_14,"Neighbours: Militant minority 
", , , ,v77_05 Neighbors: Militant minority,V43 Neighbours: Militant minority, 
001_131_015,A124_15,"Neighbours: Zoroastrians 
", , , ,v77_06 Neighbors: Zoroastrians, , 
001_131_016,A124_16,"Neighbours: People not from country of origin 
", , , ,v77_07 Neighbors: People not from country of origin,V43_06 Neighbours: People not from country of origin, 
001_131_017,A124_17,"Neighbours: Gypsies 
", , ,V56_14 Neighbors: Gypsies,v77_08 Neighbors: Gypsies,"V43_26 Neighbours: Gipsies, Romani, Tziganes",V44_ES Would not like to have as neighbors: Gypsies (ES)
001_131_018,A124_18,"Neighbours: Political Extremists 
",v53 Neighbours: Political Extremists,v82a Neighbours: Political Extremists,V53 Neighbors: Political extremists,v77_09 Neighbors: Political extremists,V43_07 Neighbours: Political Extremists, 
001_131_019,A124_19,"Neighbours: Trafficants 
", , ,V56_04 Neighbors: Narcotraficants,v77_10 Neighbors: Trafficants, , 
001_131_020,A124_20,"Neighbours: Indians or Lebanese 
", , , ,v77_11 Neighbors: Indians or Lebanese, , 
001_131_021,A124_21,"Neighbours: Chinese or Philippino Chinese 
", , , ,v77_12 Neighbors: Chinese or Philippino Chinese, , 
001_131_022,A124_22,"Neighbours: Spiritists 
", , , ,v77_13 Neighbors: Spiritists, , 
001_131_023,A124_23,"Neighbours: Protestants 
", , , ,v77_14 Neighbors: Protestants, , 
001_131_024,A124_24,"Neighbours: Christians 
", , ,V56_07 Neighbors: Christians,v77_15 Neighbors: Christians,V43_08 Neighbours: Christians, 
001_131_025,A124_25,"Neighbours: Witchdoctors and related labels 
", , , ,v77_16 Neighbors: Witchdoctors and related labels, , 
001_131_027,A124_27,"Neighbours: Right wing extremists 
", ,v73 Neighbours: Right wing extremists, , , , 
001_131_028,A124_28,"Neighbours: People with large families 
", ,v74 Neighbours: People with large families, , , , 
001_131_029,A124_29,"Neighbours: Hindus 
", ,v82 Neighbours: Hindus, , , , 
001_131_030,A124_30,"Neighbours: North-American persons 
", , ,V56_05 Neighbors: North-American persons,v77_20 Neighbors: Americans, , 
001_131_031,A124_31,"Neighbours: Haitians 
", , ,V56_06 Neighbors: Haitians, , , 
001_131_032,A124_32,"Neighbours: Members of new religious movements 
", , ,V56_08 Neighbors: Members of new religious movements, , , 
001_131_033,A124_33,"Neighbours: Jews, Arabs, Asians, gypsies, etc 
", , ,"V56_09 Neighbors: Jews, Arabs, Asians, Gypsies, etc", , , 
001_131_034,A124_34,"Neighbours: Black people 
", , ,V56_10 Neighbors: Black, ,V43_17 Neighbours: Black people, 
001_131_035,A124_35,"Neighbours: White people 
", , ,V56_11 Neighbors: Whites, ,V43_18 Neighbours: White people, 
001_131_036,A124_36,"Neighbours: Coloured people 
", , ,V56_12 Neighbors: Coloured, ,V43_19 Neighbours: Coloured people, 
001_131_037,A124_37,"Neighbours: Indians 
", , ,V56_13 Neighbors: Indians, ,V43_20 Neighbours: Indians, 
001_131_038,A124_38,"Neighbours: Kurds, Esids 
", , ,"V56_15 Neighbors: Kurds, Esids",v77_18 Neighbors: Kurds,"V43_21 Neighbours: Kurds, Esids", 
001_131_042,A124_42,"Neighbours: Unmarried couples living together 
", , , , ,V41 Neighbours: Unmarried couples living together,V43 Would not like to have as neighbors: Unmarried couples living together
001_131_043,A124_43,"Neighbours: People who speak a different language 
", , , , ,V42 Neighbours: People who speak a different language,V44 Would not like to have as neighbors: People who speak a different language
001_131_045,A124_45,"Neighbours: Sunnis 
", , , ,v77_17 Neighbors: Sunnis,V43_09 Neighbours: Sunnis, 
001_131_046,A124_46,"Neighbours: Shia 
", , , ,v77_19 Neighbors: Shia,V43_10 Neighbours: Shia, 
001_131_047,A124_47,"Neighbours: French 
", , , ,v77_21 Neighbors: French,V43_11 Neighbours: French, 
001_131_048,A124_48,"Neighbours: British 
", , , ,v77_22 Neighbors: Briton,V43_12 Neighbours: British, 
001_131_049,A124_49,"Neighbours: Iranian 
", , , ,v77_23 Neighbors: Iranian,V43_13 Neighbours: Iranian, 
001_131_050,A124_50,"Neighbours: Kuwaiti 
", , , ,v77_24 Neighbors: Kuwaiti,V43_14 Neighbours: Kuwaiti, 
001_131_051,A124_51,"Neighbours: Turkish 
", , , ,v77_25 Neighbors: Turkish,V43_15 Neighbours: Turkish, 
001_131_052,A124_52,"Neighbours: Jordanian 
", , , ,v77_26 Neighbors: Jordanian,V43_16 Neighbours: Jordanian, 
001_131_053,A124_53,"Neighbours: Kildani 
", , , ,v77_27 Neighbors: Kildani, , 
001_131_054,A124_54,"Neighbours: Indigenes; Aborigenes 
", , , , ,V43_22 Neighbours: Indigenes; Aborigenes, 
001_131_055,A124_55,"Neighbours: Maori 
", , , , ,V43_23 Neighbours: Maori, 
001_131_056,A124_56,"Neighbours: Pacific Islanders 
", , , , ,V43_24 Neighbours: Pacific Islanders, 
001_131_057,A124_57,"Neighbours: Europeans/Pakeha 
", , , , ,V43_25 Neighbours: Europeans/Pakeha, 
001_131_058,A124_58,"Neighbours: Americans 
", , , , ,V43_27 Neighbours: Americans, 
001_131_059,A124_59,"Neighbours: Chaldean 
", , , , ,V43_28 Neighbours: Chaldean, 
001_131_060,A124_60,"Neighbours: Mapuches 
", , , , ,V43_29 Neighbours: Mapuches, 
001_131_061,A124_61,"Neighbours: Russians 
", , , , ,V43_30 Neighbours: Russians, 
001_132,A165,"Most people can be trusted 
",v27 Most people can be trusted,v94 Most people can be trusted,V27 Trust in people,v25 Dealing with people,V23 Most people can be trusted,V24 Most people can be trusted
001_135,A168,"Do you think most people try to take advantage of you 
", , , ,v26 Do you think most people try to take advantage of you, ,"V56_NZ Do you think most people would try to take advantage of you if they got a chance, or would they try to be fair? (NZ)"
001_136,A168A,"Do you think most people try to take advantage of you (10 point scale) 
", , , , ,V47 Do you think most people try to take advantage of you,"V56 Do you think most people would try to take advantage of you if they got a chance, or would they try to be fair?"
001_137,A169,"Good human relationships 
", , ,V48 Understand others´ preferences vs express one´s own preferences clearly,v38 Good human relationships, , 
001_138,A170,"Satisfaction with your life 
",v65 Satisfaction with your life,v96 Satisfaction with your life,V65 Life satisfaction,v81 How satisfied are you with your life,V22 How satisfied are you with your life,V23 Satisfaction with your life
001_141,A173,"How much freedom of choice and control 
",v66 How much freedom of choice and control,v95 How much freedom of choice and control,v66 Freedom of choice about control over life,v82 How much freedom you feel,V46 How much freedom you feel,V55 How much freedom of choice and control over own life
001_142,A174,"Membership consumer organisation 
", , , , ,V32 Membership consumer organisation, 
001_143,A189,"Schwartz: It is important to this person to think up new ideas and be creative 
", , , , ,V80 Schwartz: Important to this person to think up new ideas,V70 Schwartz: It is important to this person to think up new ideas and be creative; to do things one’s own way
001_144,A190,"Schwartz: It is important to this person to be rich 
", , , , ,V81 Schwartz: Important to this person to be rich,V71 Schwartz: It is important to this person to be rich; to have a lot of money and expensive things
001_145,A191,"Schwartz: It is important to this person living in secure surroundings 
", , , , ,V82 Schwartz: Important to this person living in secure suroundings,V72 Schwartz: Living in secure surroundings is important to this person; to avoid anything that might be dangerous
001_146,A192,"Schwartz: It is important to this person to have a good time 
", , , , ,V83 Schwartz: Important to this person to have a good time,V73 Schwartz: It is important to this person to have a good time; to “spoil” oneself
001_147,A193,"Schwartz: It is important to this person to help the people nearby 
", , , , ,V84 Schwartz: Important to this person to help the people,V74B Schwartz: It is important to help people living nearby; to care for their needs
001_148,A194,"Schwartz: It is important to this person being very successful 
", , , , ,V85 Schwartz: Important to this person being very successful,V75 Schwartz: Being very successful is important to this person; to have people recognize one’s achievements
001_149,A195,"Schwartz: It is important to this person adventure and taking risks 
", , , , ,V86 Schwartz:Important to this person adventure and taking risks,V76 Schwartz: Adventure and taking risks are important to this person; to have an exciting life
001_150,A196,"Schwartz: It is important to this person to always behave properly 
", , , , ,V87 Schwartz: Important to this person to always behave properly,V77 Schwartz: It is important to this person to always behave properly; to avoid doing anything people would say is wrong
001_151,A197,"Schwartz: It is important to this person looking after the environment 
", , , , ,V88 Schwartz: Important to this person looking after environment,V78 Schwartz: Looking after the environment is important to this person; to care for nature and save life resources
001_152,A198,"Schwartz: It is important to this person tradition 
", , , , ,V89 Schwartz: Important to this person tradition,V79 Schwartz: Tradition is important to this person; to follow the customs handed down by one’s religion or family
001_153,A199,"Schwartz: It is important to this person to do something for the good of society 
", , , , , ,V74 Schwartz: It is important to this person to do something for the good of society
001_154,A200,"Social position: People in their 20s 
", , , , , ,V157 Social position: People in their 20s
001_155,A201,"Social position: People in their 40s 
", , , , , ,V158 Social position: People in their 40s
001_156,A202,"Social position: People in their 70s 
", , , , , ,V159 Social position: People in their 70s
001_157,A203,"Is a 30-year old boss acceptable 
", , , , , ,V160 Is a 30-year old boss acceptable
001_158,A204,"People over 70: are seen as friendly 
", , , , , ,V161 People over 70: are seen as friendly
001_159,A205,"People over 70: are seen as competent 
", , , , , ,V162 People over 70: are seen as competent
001_160,A206,"People over 70: viewed with respect 
", , , , , ,V163 People over 70: viewed with respect
001_161,A207,"Is a 70-year old boss acceptable 
", , , , , ,V164 Is a 70-year old boss acceptable
001_162,A208,"Older people are not respected much these days 
", , , , , ,V165 Older people are not respected much these days
001_163,A209,"Older people get more than their fair share from the government 
", , , , , ,V166 Older people get more than their fair share from the government
001_164,A210,"Older people are a burden on society 
", , , , , ,V167 Older people are a burden on society
